Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,17,59072.017669677734,1,1,96,149,96,96,96.0,0.0,149,149,149.0,0.0,4147.4797994882265,33.85697795500593,59072.017669677734,0.0,59072.017669677734,59072.017669677734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.928488977502965,16.928488977502965,96,149,122.5,26.5,702.25,0,0,0,0,0,0,0,0,1.0,122.5,96.0,149.0,0,0,0,0,0,0,1,96,1,149,0,0,0,0,0,0,0,0,0,0,0,0
443,6,128697417.02079773,24,24,5381,5710,2005,74,224.20833333333334,397.0323222743403,1466,74,237.91666666666666,319.4924251406004,86.17888576744065,0.3729678583389371,2738242.9153361223,7006100.804402973,23775258.06427002,46.01478576660156,128697417.02079773,5595539.870469467,9187578.81851738,23775258.06427002,612.9741668701172,128593023.06175232,5591001.002684884,9243903.332499593,23879107.95211792,877.8572082519531,12,11,0,0,504,492,0.18648392916946854,0.18648392916946854,74,2005,231.0625,360.41922385894367,129902.01692708334,0,2,0,23,47,0,0,0,1.0,231.0625,224.20833333333334,237.91666666666666,0,0,0,0,0,0,24,5381,24,5710,65535,65535,12,20,0,0,0,0,0,0,0,0
5222,6,741451.9786834717,11,12,3565,3342,2069,74,324.09090909090907,579.188217883908,1466,74,278.5,397.6513338759639,9315.505519675227,31.02021528196471,33702.362667430534,58454.24108673362,221026.89743041992,0.95367431640625,682444.0956115723,68244.40956115723,90274.59517607487,279668.09272766113,350.9521484375,683252.0961761475,62113.82692510432,70633.9391020921,221026.89743041992,0.95367431640625,4,5,0,0,244,252,14.835755134852686,16.184460147112024,74,2069,300.30434782608694,493.41299702507865,243456.38563327029,2,2,0,9,22,0,0,0,1.0909090909090908,300.30434782608694,324.09090909090907,278.5,0,0,0,0,0,0,11,3565,12,3342,65535,65535,4,20,0,0,0,0,0,0,0,0
443,17,124181.03218078613,8,10,4038,3663,1292,96,504.75,516.6707728331456,1294,101,366.3,400.57160408596116,62014.30173964631,144.94967294034979,7304.766598869772,19320.307083292977,60971.975326538086,0.0,124181.03218078613,17740.147454398022,27670.774302130172,62175.98915100098,113.96408081054688,63534.02137756348,7059.335708618164,19719.828433354487,62832.11708068848,0.0,0,0,0,0,0,0,64.42207686237768,80.52759607797209,96,1294,427.8333333333333,460.99882501657936,212519.91666666674,0,0,0,0,0,0,0,0,1.25,427.8333333333333,504.75,366.3,0,0,0,0,0,0,8,4038,10,3663,0,0,0,0,0,0,0,0,0,0,0,0
443,17,175454.13970947266,9,11,3972,5191,1292,93,441.3333333333333,493.14117879388476,1296,88,471.90909090909093,474.86064071385573,52224.47310261609,113.98990091152699,9234.428405761719,14879.402242354576,53850.17395019531,76.05552673339844,152694.9405670166,19086.867570877075,20996.82625675531,60821.0563659668,138.99803161621094,120676.99432373047,12067.699432373047,21070.86781760554,54238.080978393555,76.05552673339844,0,0,0,0,0,0,51.295455410187145,62.69444550133984,88,1296,458.15,483.4118611494757,233687.0275,0,0,0,0,0,0,0,0,1.2222222222222223,458.15,441.3333333333333,471.90909090909093,0,0,0,0,0,0,9,3972,11,5191,0,0,0,0,0,0,0,0,0,0,0,0
443,6,30225.038528442383,1,1,55,66,55,55,55.0,0.0,66,66,66.0,0.0,4003.3034163425964,66.17030440235696,30225.038528442383,0.0,30225.038528442383,30225.038528442383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,33.08515220117848,33.08515220117848,55,66,60.5,5.5,30.25,0,0,0,0,2,0,0,0,1.0,60.5,55.0,66.0,0,0,0,0,0,0,1,55,1,66,255,7015,1,20,0,0,0,0,0,0,0,0
443,17,180221.7960357666,9,11,4268,5198,1292,93,474.22222222222223,521.2917242086191,1296,88,472.54545454545456,474.8843617395644,52524.168597905824,110.97436847222865,9485.357686092979,15759.879683934567,55443.04847717285,0.95367431640625,167290.92597961426,20911.365747451782,22049.417957889338,59702.157974243164,247.955322265625,123708.96339416504,12370.896339416504,20895.64930665014,54401.15928649902,0.95367431640625,0,0,0,0,0,0,49.93846581250289,61.03590265972576,88,1296,473.3,496.3056618657498,246319.31,0,0,0,0,0,0,0,0,1.2222222222222223,473.3,474.22222222222223,472.54545454545456,0,0,0,0,0,0,9,4268,11,5198,0,0,0,0,0,0,0,0,0,0,0,0
443,6,164444.9234008789,2,1,108,54,54,54,54.0,0.0,54,54,54.0,0.0,985.1322658655826,18.2431901086219,82222.46170043945,82141.39938354492,164363.86108398438,81.06231689453125,164444.9234008789,164444.9234008789,0.0,164444.9234008789,164444.9234008789,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,12.162126739081266,6.081063369540633,54,54,54.0,0.0,0.0,2,0,0,0,3,0,0,0,0.5,54.0,54.0,54.0,0,0,0,0,0,0,2,108,1,54,252,16383,0,20,0,0,0,0,0,0,0,0
443,6,155862.80822753906,2,1,108,54,54,54,54.0,0.0,54,54,54.0,0.0,1039.3756011601013,19.247696317779653,77931.40411376953,77809.57221984863,155740.97633361816,121.83189392089844,155862.80822753906,155862.80822753906,0.0,155862.80822753906,155862.80822753906,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,12.831797545186436,6.415898772593218,54,54,54.0,0.0,0.0,2,0,0,0,3,0,0,0,0.5,54.0,54.0,54.0,0,0,0,0,0,0,2,108,1,54,251,16383,0,20,0,0,0,0,0,0,0,0
53,17,61905.1456451416,1,1,103,152,103,103,103.0,0.0,152,152,152.0,0.0,4119.205234759233,32.307492037327314,61905.1456451416,0.0,61905.1456451416,61905.1456451416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.153746018663657,16.153746018663657,103,152,127.5,24.5,600.25,0,0,0,0,0,0,0,0,1.0,127.5,103.0,152.0,0,0,0,0,0,0,1,103,1,152,0,0,0,0,0,0,0,0,0,0,0,0
53,17,55949.92637634277,1,1,103,164,103,103,103.0,0.0,164,164,164.0,0.0,4772.12424202394,35.746249003924646,55949.92637634277,0.0,55949.92637634277,55949.92637634277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17.873124501962323,17.873124501962323,103,164,133.5,30.5,930.25,0,0,0,0,0,0,0,0,1.0,133.5,103.0,164.0,0,0,0,0,0,0,1,103,1,164,0,0,0,0,0,0,0,0,0,0,0,0
53,17,59455.87158203125,1,1,103,152,103,103,103.0,0.0,152,152,152.0,0.0,4288.895162325163,33.63839343000128,59455.87158203125,0.0,59455.87158203125,59455.87158203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.81919671500064,16.81919671500064,103,152,127.5,24.5,600.25,0,0,0,0,0,0,0,0,1.0,127.5,103.0,152.0,0,0,0,0,0,0,1,103,1,152,0,0,0,0,0,0,0,0,0,0,0,0
53,17,60887.09831237793,1,1,103,164,103,103,103.0,0.0,164,164,164.0,0.0,4385.16545213193,32.847681289377746,60887.09831237793,0.0,60887.09831237793,60887.09831237793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.423840644688873,16.423840644688873,103,164,133.5,30.5,930.25,0,0,0,0,0,0,0,0,1.0,133.5,103.0,164.0,0,0,0,0,0,0,1,103,1,164,0,0,0,0,0,0,0,0,0,0,0,0
443,6,89195611.00006104,9,7,2757,1666,1030,74,306.3333333333333,350.5722306299928,991,74,238.0,316.3908071628233,49.587641705789466,0.1793810235796137,5946374.066670736,22195561.263327766,88994488.95454407,56.02836608886719,89195611.00006104,11149451.37500763,29422710.223765083,88994488.95454407,63.18092346191406,89190181.97059631,14865030.328432718,33176631.0547873,89050181.86569214,3825.9029388427734,4,2,0,0,192,152,0.10090182576353271,0.078479197816081,74,1030,276.4375,337.7513820752626,114075.99609375001,2,2,0,6,15,0,0,0,0.7777777777777778,276.4375,306.3333333333333,238.0,0,0,0,0,0,0,9,2757,7,1666,65535,65535,4,20,0,0,0,0,0,0,0,0
53,6,68604.94613647461,6,5,484,410,100,74,80.66666666666667,9.637888196533973,102,74,82.0,11.027239001672177,13031.130411815813,160.33829365768898,6860.494613647461,17042.829126376866,57868.003845214844,46.01478576660156,68604.94613647461,13720.989227294922,23948.025922645487,61537.981033325195,46.01478576660156,65614.93873596191,16403.73468399048,23952.227609742455,57868.003845214844,1666.0690307617188,2,1,0,0,132,112,87.45725108601216,72.8810425716768,74,102,81.27272727272727,10.314076075405698,106.3801652892562,2,2,0,3,10,0,0,0,0.8333333333333334,81.27272727272727,80.66666666666667,82.0,0,0,0,0,0,0,6,484,5,410,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,66408.87260437012,6,5,484,541,100,74,80.66666666666667,9.637888196533973,233,74,108.2,62.57283755752171,15434.684550457925,165.64051712686555,6640.887260437012,16682.02573684911,56535.959243774414,0.0,66408.87260437012,13281.774520874023,23584.97388254906,60389.041900634766,44.82269287109375,63846.82655334473,15961.706638336182,23473.867688890106,56535.959243774414,0.0,2,1,0,0,132,112,90.34937297829029,75.29114414857524,74,233,93.18181818181819,44.925834199404655,2018.3305785123969,2,2,0,3,10,0,0,0,0.8333333333333334,93.18181818181819,80.66666666666667,108.2,0,0,0,0,0,0,6,484,5,541,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,67919.96955871582,6,5,484,512,100,74,80.66666666666667,9.637888196533973,204,74,102.4,51.01215541417555,14664.317526511442,161.95531404781713,6791.996955871582,17071.59630414177,57862.99705505371,0.95367431640625,67919.96955871582,13583.993911743164,24375.72553964312,62273.02551269531,72.95608520507812,65615.89241027832,16403.97310256958,23988.633286983677,57862.99705505371,0.95367431640625,2,1,0,0,132,112,88.33926220790025,73.61605183991688,74,204,90.54545454545455,36.750667616356765,1350.6115702479337,2,2,0,3,10,0,0,0,0.8333333333333334,90.54545454545455,80.66666666666667,102.4,0,0,0,0,0,0,6,484,5,512,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,64531.803131103516,6,5,490,416,106,74,81.66666666666667,11.685698761972068,108,74,83.2,13.242356285797479,14039.589102436214,170.458587336422,6453.180313110352,15113.286732011975,51510.09559631348,0.95367431640625,64531.803131103516,12906.360626220703,21684.57269341418,56149.00588989258,131.13021850585938,59726.95350646973,14931.738376617432,21195.537553070608,51510.09559631348,0.95367431640625,2,1,0,0,132,112,92.977411274412,77.48117606201001,74,108,82.36363636363636,12.440934832404366,154.77685950413226,2,2,0,3,10,0,0,0,0.8333333333333334,82.36363636363636,81.66666666666667,83.2,0,0,0,0,0,0,6,490,5,416,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,70875.16784667969,6,5,490,519,106,74,81.66666666666667,11.685698761972068,211,74,103.8,53.80111523007678,14236.297855162948,155.20245431793106,7087.516784667969,16974.717116570297,57688.95149230957,0.0,70875.16784667969,14175.033569335938,23257.144015547594,60478.925704956055,47.206878662109375,64854.14505004883,16213.536262512207,23992.398227831556,57688.95149230957,0.0,2,1,0,0,132,112,84.65588417341694,70.54657014451412,74,211,91.72727272727273,38.879980614218205,1511.6528925619834,2,2,0,3,10,0,0,0,0.8333333333333334,91.72727272727273,81.66666666666667,103.8,0,0,0,0,0,0,6,490,5,519,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,68806.17141723633,6,5,490,495,106,74,81.66666666666667,11.685698761972068,187,74,99.0,44.24477370266459,14315.57634600858,159.8693805138014,6880.617141723633,16787.44028784809,56979.89463806152,1.1920928955078125,68806.17141723633,13761.234283447266,23209.10193702397,59999.942779541016,105.85784912109375,63238.85917663574,15809.714794158936,23803.88961606522,56979.89463806152,1.1920928955078125,2,1,0,0,132,112,87.20148028025531,72.66790023354609,74,187,89.54545454545455,32.230317845620945,1038.793388429752,2,2,0,3,10,0,0,0,0.8333333333333334,89.54545454545455,81.66666666666667,99.0,0,0,0,0,0,0,6,490,5,495,65535,64800,2,20,0,0,0,0,0,0,0,0
443,6,60240615.84472656,15,18,4907,2164,2075,54,327.1333333333333,557.2214241713571,341,54,120.22222222222223,90.582409106328,117.37927809745312,0.547803164646578,1882519.245147705,8153617.081838095,45003623.962402344,1.1920928955078125,60236637.83073425,4302616.987909589,11897708.774448246,45003623.962402344,148.0579376220703,60234719.03800964,3543218.766941744,10927548.086151697,45008219.957351685,1.1920928955078125,8,9,0,0,312,384,0.24900143847571726,0.2988017261708607,54,2075,214.27272727272728,395.2525293827621,156224.5619834712,0,2,0,17,32,0,0,0,1.2,214.27272727272728,327.1333333333333,120.22222222222223,0,0,0,0,0,0,15,4907,18,2164,65535,64240,9,20,0,0,0,0,0,0,0,0
53,6,100719.92874145508,6,5,490,416,106,74,81.66666666666667,11.685698761972068,108,74,83.2,13.242356285797479,8995.240677003196,109.2137389040123,10071.992874145508,18068.92317656031,60754.06074523926,61.98883056640625,100719.92874145508,20143.985748291016,30580.103613865773,80100.05950927734,100.13580322265625,84246.87385559082,21061.718463897705,23830.02183395703,60754.06074523926,1300.0965118408203,2,1,0,0,132,112,59.57113031127944,49.64260859273287,74,108,82.36363636363636,12.440934832404366,154.77685950413226,2,2,0,3,10,0,0,0,0.8333333333333334,82.36363636363636,81.66666666666667,83.2,0,0,0,0,0,0,6,490,5,416,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,100617.1703338623,6,5,490,640,106,74,81.66666666666667,11.685698761972068,332,74,128.0,102.10582745367671,11230.68752828664,109.32527682402925,10061.71703338623,18341.421645620456,61052.799224853516,44.10743713378906,100617.1703338623,20123.43406677246,30896.362596556988,80647.94540405273,46.01478576660156,83945.03593444824,20986.25898361206,24292.809821944524,61052.799224853516,113.01040649414062,2,1,0,0,132,112,59.631969176743226,49.69330764728602,74,332,102.72727272727273,73.11397193807748,5345.652892561981,2,2,0,3,10,0,0,0,0.8333333333333334,102.72727272727273,81.66666666666667,128.0,0,0,0,0,0,0,6,490,5,640,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,100941.18118286133,6,5,490,544,106,74,81.66666666666667,11.685698761972068,236,74,108.8,63.769585226814826,10243.589265384597,108.97435388707018,10094.118118286133,18104.846408572324,60607.91015625,41.961669921875,100941.18118286133,20188.236236572266,30579.735828767924,80150.12741088867,41.961669921875,84547.04284667969,21136.760711669922,23842.761046470212,60607.91015625,142.09747314453125,2,1,0,0,132,112,59.44055666567465,49.53379722139554,74,236,94.0,45.8852323242952,2105.4545454545455,2,2,0,3,10,0,0,0,0.8333333333333334,94.0,81.66666666666667,108.8,0,0,0,0,0,0,6,490,5,544,65535,64800,2,20,0,0,0,0,0,0,0,0
443,17,6034680.8433532715,24,26,14404,13941,1292,93,600.1666666666666,566.2850185394473,1292,84,536.1923076923077,506.20374578673426,4697.017246772843,8.285442312176473,123156.75190516881,807264.6532510103,5715053.081512451,0.0,6006120.920181274,261135.69218179455,1162969.0009202524,5715053.081512451,34.09385681152344,6024469.85244751,240978.7940979004,1119459.3054520092,5723462.104797363,0.0,0,0,0,0,0,0,3.9770123098447074,4.308430002331766,84,1292,566.9,536.8363717186086,288193.2900000001,0,0,0,0,0,0,0,0,1.0833333333333333,566.9,600.1666666666666,536.1923076923077,0,0,0,0,0,0,24,14404,26,13941,0,0,0,0,0,0,0,0,0,0,0,0
53,6,64346.0750579834,6,5,507,433,123,74,84.5,17.73649721149397,125,74,86.6,19.75449315978519,14608.505633839348,170.95059784280087,6434.60750579834,16424.13443349608,55592.06008911133,35.04753112792969,64346.0750579834,12869.21501159668,23785.1436061353,60409.0690612793,92.02957153320312,61933.040618896484,15483.260154724121,23189.85497260766,55592.06008911133,827.0740509033203,2,1,0,0,132,112,93.24578064152774,77.70481720127313,74,125,85.45454545454545,18.7100538669048,350.0661157024793,2,2,0,3,10,0,0,0,0.8333333333333334,85.45454545454545,84.5,86.6,0,0,0,0,0,0,6,507,5,433,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,62536.001205444336,6,5,507,461,123,74,84.5,17.73649721149397,153,74,92.2,30.75321121444068,15479.083749213672,175.89867896833718,6253.600120544434,15667.118004074071,53094.86389160156,63.89617919921875,62536.001205444336,12507.200241088867,22026.7730932531,56463.003158569336,70.09506225585938,58362.96081542969,14590.740203857422,22251.946694490824,53094.86389160156,288.0096435546875,2,1,0,0,132,112,95.94473398272937,79.9539449856078,74,153,88.0,24.823009853396467,616.1818181818181,2,2,0,3,10,0,0,0,0.8333333333333334,88.0,84.5,92.2,0,0,0,0,0,0,6,507,5,461,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,67003.01170349121,6,5,507,449,123,74,84.5,17.73649721149397,141,74,89.8,26.018454988719064,14268.015357736334,164.17172482751013,6700.301170349121,17180.018918515187,58052.06298828125,35.04753112792969,67003.01170349121,13400.602340698242,23629.788460775137,60518.02635192871,69.14138793945312,61894.17839050293,15473.544597625732,24591.688473434406,58052.06298828125,303.03001403808594,2,1,0,0,132,112,89.54821354227825,74.62351128523188,74,141,86.9090909090909,22.05140500761612,486.26446280991723,2,2,0,3,10,0,0,0,0.8333333333333334,86.9090909090909,84.5,89.8,0,0,0,0,0,0,6,507,5,449,65535,64800,2,20,0,0,0,0,0,0,0,0
443,17,540611.982345581,10,13,5128,5094,1292,93,512.8,529.5478826319675,1296,87,391.84615384615387,453.8979631445217,18908.20095338857,42.54437702288565,24573.271924799137,77199.69255656446,369858.980178833,76.05552673339844,484903.09715270996,53878.121905856664,113664.25248810614,370914.9360656738,76.05552673339844,484897.8519439697,40408.154328664146,101468.70727951186,370004.17709350586,133.03756713867188,0,0,0,0,0,0,18.497555227341586,24.046821795544062,87,1296,444.4347826086956,491.8997623311832,241965.3761814745,0,0,0,0,0,0,0,0,1.3,444.4347826086956,512.8,391.84615384615387,0,0,0,0,0,0,10,5128,13,5094,0,0,0,0,0,0,0,0,0,0,0,0
443,6,638960.1230621338,20,73,4431,100916,1991,74,221.55,439.71803181129616,10154,74,1382.4109589041095,1154.5035205914198,164872.57372985675,145.54898912049399,6945.218728936236,52938.82089661392,508930.92155456543,0.95367431640625,638960.1230621338,33629.48016116494,124057.58795195023,559552.9079437256,25.033950805664062,634299.0398406982,8809.708886676364,59741.39934230791,508930.92155456543,0.95367431640625,5,11,0,0,460,1472,31.300857875375048,114.24813124511893,74,10154,1132.763440860215,1146.8657747662094,1315301.1053300977,0,2,0,16,92,0,0,0,3.65,1132.763440860215,221.55,1382.4109589041095,0,0,0,0,0,0,20,4431,73,100916,65535,64800,5,20,0,0,0,0,0,0,0,0
53,6,129112.00523376465,6,5,492,418,108,74,82.0,12.382783747337808,110,74,83.6,13.99428454762872,7048.143961147479,85.19734458529919,12911.200523376465,24849.388867902187,69435.11962890625,56.02836608886719,129112.00523376465,25822.40104675293,30787.37760763704,69625.1392364502,83.20808410644531,59620.85723876953,14905.214309692383,23105.18087915724,54891.109466552734,115.87142944335938,2,1,0,0,132,112,46.47127886470865,38.72606572059054,74,110,82.72727272727273,13.16393771628942,173.2892561983471,2,2,0,3,10,0,0,0,0.8333333333333334,82.72727272727273,82.0,83.6,0,0,0,0,0,0,6,492,5,418,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,148205.04188537598,6,5,492,483,108,74,82.0,12.382783747337808,175,74,96.6,39.47454876246213,6578.723554857734,74.22149651634366,14820.504188537598,28694.01947049868,74831.96258544922,44.10743713378906,148205.04188537598,29641.008377075195,35763.11790554691,77076.91192626953,44.10743713378906,78664.06440734863,19666.01610183716,31854.06723588132,74831.96258544922,453.948974609375,2,1,0,0,132,112,40.48445264527836,33.7370438710653,74,175,88.63636363636364,29.065045320868368,844.7768595041322,2,2,0,3,10,0,0,0,0.8333333333333334,88.63636363636364,82.0,96.6,0,0,0,0,0,0,6,492,5,483,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,135642.05169677734,6,5,492,471,108,74,82.0,12.382783747337808,163,74,94.2,34.71253375943623,7099.568223523705,81.09579486891043,13564.205169677734,25277.680894931287,68973.06442260742,59.1278076171875,135642.05169677734,27128.41033935547,31410.925292404747,69168.0908203125,75.81710815429688,66609.85946655273,16652.464866638184,24350.777259286584,58711.05194091797,213.86146545410156,2,1,0,0,132,112,44.2340699284966,36.861724940413836,74,163,87.54545454545455,25.850491946659304,668.2479338842975,2,2,0,3,10,0,0,0,0.8333333333333334,87.54545454545455,82.0,94.2,0,0,0,0,0,0,6,492,5,471,65535,64800,2,20,0,0,0,0,0,0,0,0
443,6,16993597.984313965,10,11,4919,1180,1990,54,491.9,709.9448499707565,233,54,107.27272727272727,68.5831822866363,358.89986367982317,1.2357594912733705,849679.8992156982,3478301.5212132074,16002743.95942688,1.9073486328125,16993597.984313965,1888177.5538126628,4992577.457630342,16002843.141555786,38.14697265625,16623815.774917603,1662381.5774917603,4781652.329735368,16002829.790115356,1.9073486328125,4,6,0,0,212,232,0.5884569006063669,0.6473025906670036,54,1990,290.42857142857144,528.5591890474808,279374.81632653053,0,2,0,10,20,0,0,0,1.1,290.42857142857144,491.9,107.27272727272727,0,0,0,0,0,0,10,4919,11,1180,65535,26883,4,20,0,0,0,0,0,0,0,0
53,6,62512.874603271484,6,4,492,308,108,74,82.0,12.382783747337808,86,74,77.0,5.196152422706632,12797.363824285463,159.9670478035683,6945.874955919054,12954.991547415519,42345.04699707031,0.95367431640625,62512.874603271484,12502.574920654297,15901.098202579495,42411.088943481445,43.8690185546875,58457.85140991211,19485.950469970703,23877.10582954454,53112.030029296875,0.95367431640625,2,0,0,0,132,92,95.98022868214098,63.98681912142732,74,108,80.0,10.430723848324238,108.8,2,2,0,2,9,0,0,0,0.6666666666666666,80.0,82.0,77.0,0,0,0,0,0,0,6,492,4,308,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,64556.83708190918,6,5,492,382,108,74,82.0,12.382783747337808,86,74,76.4,4.800000000000001,13538.457574851074,170.39248664000206,6455.683708190918,12801.172152602188,43356.895446777344,69.85664367675781,64556.83708190918,12911.367416381836,23772.526961307194,60375.92887878418,98.94371032714844,60991.04881286621,15247.762203216553,16717.576769313975,43356.895446777344,1508.951187133789,2,0,0,0,132,112,92.94135634909203,77.45113029091003,74,108,79.45454545454545,10.093775186750554,101.88429752066118,2,2,0,2,10,0,0,0,0.8333333333333334,79.45454545454545,82.0,76.4,0,0,0,0,0,0,6,492,5,382,65535,64800,2,20,0,0,0,0,0,0,0,0
443,17,129842.99659729004,12,12,6634,4450,1292,93,552.8333333333334,544.5415247914729,1292,86,370.8333333333333,449.9279263269718,85364.63490885988,184.8386176301549,5645.347678143045,13775.057714079448,60078.85932922363,1.9073486328125,101115.94200134277,9192.358363758434,17986.38334193514,61003.923416137695,133.99124145507812,125797.98698425293,11436.180634932085,18448.65977337698,60576.9157409668,1.9073486328125,0,0,0,0,0,0,92.41930881507746,92.41930881507746,86,1292,461.8333333333333,507.7019849828791,257761.3055555556,0,0,0,0,0,0,0,0,1.0,461.8333333333333,552.8333333333334,370.8333333333333,0,0,0,0,0,0,12,6634,12,4450,0,0,0,0,0,0,0,0,0,0,0,0
53,6,65165.99655151367,6,5,517,443,133,74,86.16666666666667,21.373009978839097,135,74,88.6,23.660938273872404,14731.609287078434,168.79968974777373,6516.599655151367,17193.898055685604,58024.88327026367,0.95367431640625,65165.99655151367,13033.199310302734,23799.372121239598,60594.797134399414,49.114227294921875,62422.03712463379,15605.509281158447,24513.478040116705,58024.88327026367,0.95367431640625,2,1,0,0,132,112,92.07255804424021,76.72713170353352,74,135,87.27272727272727,22.474595391608922,505.107438016529,2,2,0,3,10,0,0,0,0.8333333333333334,87.27272727272727,86.16666666666667,88.6,0,0,0,0,0,0,6,517,5,443,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,64738.03520202637,6,5,517,528,133,74,86.16666666666667,21.373009978839097,220,74,105.6,57.38850059027505,16141.97892689969,169.91556765157569,6473.803520202637,17355.812404702127,58480.024337768555,2.1457672119140625,64738.03520202637,12947.607040405273,24067.56872380762,61058.04443359375,49.82948303222656,62623.023986816406,15655.755996704102,24747.31889368883,58480.024337768555,2.1457672119140625,2,1,0,0,132,112,92.68121871904128,77.2343489325344,74,220,95.0,42.89310179758724,1839.818181818182,2,2,0,3,10,0,0,0,0.8333333333333334,95.0,86.16666666666667,105.6,0,0,0,0,0,0,6,517,5,528,65535,64800,2,20,0,0,0,0,0,0,0,0
53,6,71773.05221557617,6,5,517,459,133,74,86.16666666666667,21.373009978839097,151,74,91.8,29.962643408084006,13598.418485373939,153.2608640769604,7177.305221557617,19636.555496621873,66061.01989746094,60.08148193359375,71773.05221557617,14354.610443115234,26860.00228083685,68053.9608001709,85.11543273925781,70215.94047546387,17553.985118865967,28017.921600752663,66061.01989746094,241.99485778808594,2,1,0,0,132,112,83.5968349510693,69.66402912589108,74,151,88.72727272727273,25.789676966114346,665.1074380165288,2,2,0,3,10,0,0,0,0.8333333333333334,88.72727272727273,86.16666666666667,91.8,0,0,0,0,0,0,6,517,5,459,65535,64800,2,20,0,0,0,0,0,0,0,0
443,6,998085.0219726562,7,8,2422,848,2022,54,346.0,684.56618171135,233,54,106.0,63.66513959774218,3276.2739927075927,15.028779783062353,71291.78728376116,126337.84650183513,313524.0077972412,0.95367431640625,998085.0219726562,166347.50366210938,166251.23701499953,367268.0854797363,194.07272338867188,631362.9150390625,90194.7021484375,139754.30084194688,313099.1458892822,0.95367431640625,2,5,0,0,152,172,7.013430565429098,8.015349217633254,54,2022,218.0,484.96611565482937,235192.13333333333,0,2,0,7,14,0,0,0,1.1428571428571428,218.0,346.0,106.0,0,0,0,0,0,0,7,2422,8,848,65535,26883,2,20,0,0,0,0,0,0,0,0
